update,mean_rollout_reward,eval_reward,loss_policy,loss_value,loss_entropy
51,-5.330705863381031,nan,0.03578463941812515,6136.4560546875,2.0724239349365234
52,-5.267063293502262,nan,-0.027976861223578453,5699.7265625,2.0574307441711426
53,-5.344994683703663,nan,-0.03993003070354462,5943.63818359375,2.036675453186035
54,-5.170778594416481,nan,0.030766339972615242,5635.97900390625,2.013688802719116
55,-5.1788106152762206,nan,-0.021252337843179703,5466.7294921875,1.9928721189498901
56,-5.164695851427631,nan,0.0654083713889122,5588.4794921875,1.9783804416656494
57,-5.106829371921625,nan,0.04627922922372818,5466.453125,1.9607481956481934
58,-5.090428614244715,nan,0.004751752130687237,5246.47607421875,1.9408069849014282
59,-4.9737861813348205,nan,-0.03519385680556297,4852.22607421875,1.92899489402771
60,-5.061333483442009,-4229.518512014337,-0.03489299118518829,5107.478515625,1.9141830205917358
61,-5.042854163554133,nan,-0.10013284534215927,4963.3388671875,1.9007058143615723
62,-4.940541392602374,nan,-0.016970880329608917,4690.69189453125,1.8884567022323608
63,-4.8439534691687385,nan,0.017373226583003998,4537.69140625,1.8725111484527588
64,-4.694443347295672,nan,0.017595844343304634,4162.95068359375,1.8608663082122803
65,-5.08453164168372,nan,0.00010469695553183556,5008.3828125,1.8438456058502197
66,-4.655456283841112,nan,-0.011302954517304897,4003.83837890625,1.8216462135314941
67,-4.8417969016834475,nan,-0.01009003072977066,4378.93896484375,1.7997570037841797
68,-4.739178584372675,nan,-0.026302864775061607,4109.31640625,1.7787213325500488
69,-4.502713806559006,nan,-0.1254056692123413,3371.0888671875,1.7620344161987305
70,-4.334630568648655,-2995.045809498643,0.0820060521364212,3361.5361328125,1.745473861694336
71,-4.744632178225753,nan,-0.044515833258628845,3966.12841796875,1.724193811416626
72,-4.649166762759363,nan,0.023448249325156212,3789.02001953125,1.7016117572784424
73,-4.66394410261477,nan,-0.002764670178294182,3822.297119140625,1.6790497303009033
74,-4.398013046063427,nan,0.018799684941768646,3370.771484375,1.662163496017456
